cell,formula,cached_value
E297,,"Frieght for headwall culvert rcbc , rcp humes "
F297,,25000
E298,,freight for rock of kerb chute
F298,,500
E299,,Freight for rock of headwall 
F299,,4250
E300,,frieight for remaiing material 
F300,,2500
E302,,Total Taken Forward
F302,=F294+(F294*F295)+F296+F297+F298+F299+F300,502184.985
B303,,TOTAL MATERIAL COST TAKEN FORWARD
F304,=F302,502184.985
B308,,Excavation/Quarry/Misc/ Takeoff.
C309,,Qty
D309,,Unit
B310,,Avrg Trench = .900D*.450W
C310,=C314,1883
D310,,m
B311,,L/M Of Asphalt Reinstate
C311,,0
D311,,m
B312,,M2 Of Asphalt Reinstate
C312,,0
D312,,m2
B313,,L/M Of CBR Reinstate
C313,,0
D313,,m
B314,,L/M of Inground Pipe (Average Depth)
C314,=C10+C15+SUM(C26:C31)+SUM(C39:C44)+SUM(C215:C220),1883
D314,,m
B315,,L/M of Inground Pipe (Deeper Than Average Depth)
D315,,m
B316,,Avergage of trtenches 'Shared'…. Shared trench Factor
C316,,0
D316,,m
B317,,SEWER / SW / TW - InGrnd
D317,,m
E317,=C317/(C314+C315),0
B318,,WAT / FIRE - InGrnd
D318,,m
E318,=C318/(C314+C315),0
B319,,SPK - InGrnd
D319,,m
E319,=C319/(C314+C315),0
C322,,D
D322,,W
E322,,L
F322,,Spoil/Compact Factor;
G322,,Shared Trench Factor
H322,,Total m3 - EXCAVATED
I322,,"Total M3 - Bed, Pipe, Cover reduction"
J322,,Total M3 - Backfill Req (Less Bed&Pipe)
K322,,Total M3 - Spoil - REMOVE
L322,,TCS Load - Haulage & dump rate only
B323,=B314,L/M of Inground Pipe (Average Depth)
C323,,1.2
D323,,0.6
E323,=C314,1883
F323,,1.3
G323,=C316,0
H323,=(C323*D323*E323)*F323-(C323*D323*E323*G323),1762.488
B324,=B315,L/M of Inground Pipe (Deeper Than Average Depth)
C324,,1.2
D324,,0.5
E324,=C315,0
F324,,1.3
G324,,0
H324,=(C324*D324*E324)*F324,0
B325,,"L/M of Bed, Pipe, Cover material reduction (Average Depth)"
C325,,0.35
D325,=D323,0.6
E325,=E323,1883
F325,,0
G325,=C316,0
I325,=(C325*D325*E325)-(C325*D325*E325*G325),395.43
B326,,"L/M of Bed, Pipe, Cover material reduction (Deeper Than Average Depth)"
C326,,0.2
D326,=D324,0.5
E326,=E324,0
F326,,0
G326,=G324,0
I326,=(C326*D326*E326)-(C326*D326*E326*G326),0
B327,,L/M of BACKFILL required (Average Depth)
C327,=C323,1.2
D327,=D323,0.6
E327,=E323,1883
F327,,1.3
G327,=C316,0
J327,=(C327*D327*E327*F327)-(C327*D327*E327*G327)-I325,1367.058
B328,,L/M of BACKFILL required (Deeper Than Average Depth)
C328,=C324,1.2
D328,=D324,0.5
E328,=E324,0
F328,,1.3
G328,=G324,0
J328,=(C328*D328*E328*F328)-(C328*D328*E328*G328)-I326,0
K329,,QTY
L329,,Rate
M329,,Total
H330,=SUM(H323:H329),1762.488
I330,=SUM(I323:I329),395.43
J330,=SUM(J323:J329),1367.058
K330,=H330-J330,395.43000000000006
L330,,40
M330,=K330*L330,15817.200000000003
B336,,MANHOLE Concrete
C336,,m3/TB
D336,,Qty
E336,,Total m3
F336,,Contingency
G336,,Total m3
H336,,Total Cost
C337,,0.1
F337,,1.2
G337,=E337*F337,0
H337,=G337*E362,0
B340,,Quarry & Concrete Product
M341,,1.4
B342,,Description
C342,,Unit/LM
D342,,Unit
E342,,Rate
F342,,Rate/LM
I342,,QTY
J342,,Shared Trench Factor
K342,,Total Req.
L342,,Total
M342,,Contingency
N342,,TOTAL
O342,,Drainage Use
P342,,Fire/WAT Use
Q342,,SPK Use
B343,,5-7mm Stone
C343,,0.203
D343,,Ton
E343,=E355,62
F343,=E343*C343,12.586
I343,=C343*(C314+C315),382.249
J343,,0
K343,=I343-(I343*J343),382.249
L343,=K343*E343,23699.438000000002
M343,=(L343*M341)-L343,9479.775199999996
N343,=L343*M341,33179.2132
O343,=N343*E317,0
B344,,5-7mm Stone
C344,,0.14
D344,,m3
E344,=E355,62
F344,=(E344*C344)*1.95,16.926000000000002
B345,,10-12mm Stone
C345,,0.45
D345,,Ton
E345,=E356,62
F345,=E345*C345,27.900000000000002
I345,,0
L345,=I345*E345,0
B346,,80-110mm Stone
C346,,0
D346,,Ton
E346,=E357,25
F346,=E346*C346,0
I346,,0
L346,=I346*E346,0
B347,,Medium River / Bed Sand
C347,,0.225
D347,,Ton
E347,=E358,40
F347,=E347*C347,9
I347,,0
J347,,0
K347,=I347-(I347*J347),0
L347,=K347*E347,0
M347,=(L347*M341)-L347,0
N347,=L347*M341,0
P347,=N347*E318,0
Q347,=N347*E319,0
B348,,Medium River / Bed Sand
C348,,0.14
D348,,m3
E348,=E358,40
F348,=(E348*C348)*1.5,8.4
B349,,CBR15 Road Base
C349,,0.36
D349,,Ton
E349,=F359,27
F349,=E349*C349,9.719999999999999
I349,=C313*C349,0
L349,=I349*E349,0
B350,,CBR45
C350,,0.36
D350,,Ton
E350,=F360,30
F350,=E350*C350,10.799999999999999
I350,=C350*C313,0
L350,=I350*E350,0
B351,,LEANMIX
C351,,0.3
D351,,m3
E351,=N361,0
F351,=E351*C351,0
I351,=C351*C311,0
L351,=E351*I351,0
E353,,TCS
F353,,Q2
B354,,Description
D354,,Unit
E354,,Rate
F354,,Rate
B355,,5-7mm Stone
D355,,T
E355,,62
F355,,31
B356,,10-12mm Stone
D356,,T
E356,,62
F356,,39
B357,,80-110mm Stone
D357,,T
E357,,25
F357,,29
B358,,Medium River / Bed Sand
D358,,T
E358,,40
F358,,26
B359,,CBR15 Road Base
D359,,T
E359,,48
F359,,27
B360,,CBR45
D360,,T
E360,,50
F360,,30
B361,,LEANMIX_20mm-12:1
D361,,M3
E361,,168
F361,,0
B362,,Concrete_32/20/100
D362,,M3
E362,,400
F362,,0
