cell,formula,cached_value
E244,='Material Rates_Master'!D74,534.41
F244,=E244*D244,0
B245,,150mm DICL FL Pipe @ 600
C245,='Material Rates_Master'!B75,ea
E245,='Material Rates_Master'!D75,280
F245,=E245*D245,0
B246,,150mm DICL FL Pipe @ 450
C246,='Material Rates_Master'!B76,ea
E246,='Material Rates_Master'!D76,236.47
F246,=E246*D246,0
B247,,150mm DICL FL Pipe @ 300
C247,='Material Rates_Master'!B77,ea
E247,='Material Rates_Master'!D77,178.8
F247,=E247*D247,0
B248,,100mm DICL FL Pipe @ 1000
C248,='Material Rates_Master'!B78,ea
E248,='Material Rates_Master'!D78,362.35
F248,=E248*D248,0
B249,,100mm DICL FL Pipe @ 600
C249,='Material Rates_Master'!B79,ea
E249,='Material Rates_Master'!D79,144.71
F249,=E249*D249,0
B250,,100mm DICL FL Pipe @ 450
C250,='Material Rates_Master'!B80,ea
E250,='Material Rates_Master'!D80,135.88
F250,=E250*D250,0
B251,,100mm DICL FL Pipe @ 300
C251,='Material Rates_Master'!B81,ea
E251,='Material Rates_Master'!D81,76.47
F251,=E251*D251,0
B252,,150mm DICL FL Deadplate
C252,='Material Rates_Master'!B82,ea
E252,='Material Rates_Master'!D82,67.65
F252,=E252*D252,0
B253,,100mm DICL FL Deadplate 
C253,='Material Rates_Master'!B83,ea
E253,='Material Rates_Master'!D83,43.53
F253,=E253*D253,0
C254,='Material Rates_Master'!B84,0
E254,='Material Rates_Master'!D84,0
F254,=E254*D254,0
B255,,200mm PE*DI Gasket Kit Complete
C255,='Material Rates_Master'!B85,ea
E255,='Material Rates_Master'!D85,67.06
F255,=E255*D255,0
B256,,200mm DI*DI Gasket Kit Complete
C256,='Material Rates_Master'!B86,ea
E256,='Material Rates_Master'!D86,46.71
F256,=E256*D256,0
B257,,150mm PE*DI Gasket Kit Complete
C257,='Material Rates_Master'!B87,ea
E257,='Material Rates_Master'!D87,60
F257,=E257*D257,0
B258,,150mm DI*DI Gasket Kit Complete
C258,='Material Rates_Master'!B88,ea
E258,='Material Rates_Master'!D88,42.35
F258,=E258*D258,0
B259,,100mm PE*DI Gasket Kit Complete
C259,='Material Rates_Master'!B89,ea
E259,='Material Rates_Master'!D89,24.71
F259,=E259*D259,0
B260,,100mm DI*DI Gasket Kit Complete
C260,='Material Rates_Master'!B90,ea
E260,='Material Rates_Master'!D90,20
F260,=E260*D260,0
C261,='Material Rates_Master'!B91,0
E261,='Material Rates_Master'!D91,0
F261,=E261*D261,0
B262,,150mm SS Gibault Adapter Coupling
C262,='Material Rates_Master'!B92,ea
E262,='Material Rates_Master'!D92,108.71
F262,=E262*D262,0
B263,,100mm SS Gibault Adapter Coupling
C263,='Material Rates_Master'!B93,ea
E263,='Material Rates_Master'!D93,87.06
F263,=E263*D263,0
B264,,180mm PE GRIPPER Adapter Coupling
C264,='Material Rates_Master'!B94,ea
E264,='Material Rates_Master'!D94,305.88
F264,=E264*D264,0
B265,,125mm PE GRIPPER Adapter Coupling
C265,='Material Rates_Master'!B95,ea
E265,='Material Rates_Master'!D95,182.35
F265,=E265*D265,0
B266,,180mm PE GRIPPER * 150FL Adapter Coupling
C266,='Material Rates_Master'!B96,ea
E266,='Material Rates_Master'!D96,229.41
F266,=E266*D266,0
B267,,125mm PE GRIPPER * 100FL Adapter Coupling
C267,='Material Rates_Master'!B97,ea
E267,='Material Rates_Master'!D97,152.94
F267,=E267*D267,0
B268,,180mm PE GRIPPER Sluice Valve
C268,='Material Rates_Master'!B98,ea
E268,='Material Rates_Master'!D98,690
F268,=E268*D268,0
B269,,125mm PE GRIPPER Sluice Valve
C269,='Material Rates_Master'!B99,ea
E269,='Material Rates_Master'!D99,408.47
F269,=E269*D269,0
C270,='Material Rates_Master'!B100,0
E270,='Material Rates_Master'!D100,0
F270,=E270*D270,0
B271,,Detectable Tape - Fire x 250m
C271,='Material Rates_Master'!B101,ea
E271,='Material Rates_Master'!D101,90
F271,=E271*D271,0
B272,,Alcohol Weld Wipes
C272,='Material Rates_Master'!B102,ea
E272,='Material Rates_Master'!D102,13.5
F272,=E272*D272,0
B273,,Denzo Tape 100mm roll
C273,='Material Rates_Master'!B103,ea
E273,='Material Rates_Master'!D103,27.14
F273,=E273*D273,0
B274,,Black over-wrap tape - roll
C274,='Material Rates_Master'!B104,ea
E274,='Material Rates_Master'!D104,27.14
F274,=E274*D274,0
F275,=E275*D275,0
B276,,FIRE SERVICES - ABOVE GROUND
F276,=E276*D276,0
B277,,Description
A281,,HIDDEN:
C281,='Material Rates_Master'!B107,Unit
B282,,150mm MED DUTY Galv Pipe
C282,='Material Rates_Master'!B108,m
E282,='Material Rates_Master'!D108,43.84615384615385
F282,=E282*D282,0
B283,,100mm MED DUTY Galv Pipe w/RG Ends
C283,='Material Rates_Master'!B109,m
E283,='Material Rates_Master'!D109,28.46153846153846
F283,=E283*D283,0
B284,,100mm Class B Copper Pipe
C284,='Material Rates_Master'!B110,m
E284,='Material Rates_Master'!D110,106.24166666666667
F284,=E284*D284,0
B285,,25mm Class B Copper Pipe
C285,='Material Rates_Master'!B111,m
E285,='Material Rates_Master'!D111,59.82
F285,=E285*D285,0
C286,='Material Rates_Master'!B112,0
E286,='Material Rates_Master'!D112,0
F286,=E286*D286,0
B287,,150mm Galv RG Coupling
C287,='Material Rates_Master'!B113,ea
E287,='Material Rates_Master'!D113,12.83
F287,=E287*D287,0
B288,,100mm Galv RG Coupling
C288,='Material Rates_Master'!B114,ea
E288,='Material Rates_Master'!D114,7.55
F288,=E288*D288,0
B289,,150mm Galv RG TEE
C289,='Material Rates_Master'!B115,ea
E289,='Material Rates_Master'!D115,35.5
F289,=E289*D289,0
B290,,100mm Galv RG TEE
C290,='Material Rates_Master'!B116,ea
E290,='Material Rates_Master'!D116,16.93
F290,=E290*D290,0
B291,,150mm Galv RG BEND 90Deg
C291,='Material Rates_Master'!B117,ea
E291,='Material Rates_Master'!D117,22.85
F291,=E291*D291,0
B292,,100mm Galv RG BEND 90Deg
C292,='Material Rates_Master'!B118,ea
E292,='Material Rates_Master'!D118,10.62
F292,=E292*D292,0
B293,,150mm Galv RG BEND 45Deg
C293,='Material Rates_Master'!B119,ea
E293,='Material Rates_Master'!D119,23.5
F293,=E293*D293,0
B294,,100mm Galv RG BEND 45Deg
C294,='Material Rates_Master'!B120,ea
E294,='Material Rates_Master'!D120,11.4
F294,=E294*D294,0
B295,,150mm Galv RG x 100mm FLANGE Adapt
C295,='Material Rates_Master'!B121,ea
E295,='Material Rates_Master'!D121,30.75
F295,=E295*D295,0
B296,,100mm Galv RG x 100mm FLANGE Adapt
C296,='Material Rates_Master'!B122,ea
E296,='Material Rates_Master'!D122,23.21
F296,=E296*D296,0
B297,,150mm RG Butterfly Valve Geared Wheel
C297,='Material Rates_Master'!B123,ea
E297,='Material Rates_Master'!D123,217.8
F297,=E297*D297,0
B298,,100mm RG Butterfly Valve Geared Wheel
C298,='Material Rates_Master'!B124,ea
E298,='Material Rates_Master'!D124,169.4
F298,=E298*D298,0
C299,='Material Rates_Master'!B125,0
E299,='Material Rates_Master'!D125,0
F299,=E299*D299,0
B300,,150mm H-Pattern Booster Assembly Complete
C300,='Material Rates_Master'!B126,ea
E300,='Material Rates_Master'!D126,2350
F300,=E300*D300,0
B301,,Booster Cabinet - Compl with doors and stickers
C301,='Material Rates_Master'!B127,ea
E301,='Material Rates_Master'!D127,1155
F301,=E301*D301,0
C302,='Material Rates_Master'!B128,0
E302,='Material Rates_Master'!D128,0
F302,=E302*D302,0
B303,,100mm Dual Pillar Hydrant Complete_ Flanged Base 1500 High w/landing Valves
C303,='Material Rates_Master'!B129,ea
E303,='Material Rates_Master'!D129,365
F303,=E303*D303,0
B304,,100mm Dual Pillar Hydrant Complete_ RG Base 1500 High w/landing Valves_OPTION
C304,='Material Rates_Master'!B130,ea
E304,='Material Rates_Master'!D130,365
F304,=E304*D304,0
B305,,65mm RG Landing Valve 
C305,='Material Rates_Master'!B131,ea
E305,='Material Rates_Master'!D131,90
F305,=E305*D305,0
B306,,Red caps and chain - suit 65mm QLD Landing valve
C306,='Material Rates_Master'!B132,ea
E306,='Material Rates_Master'!D132,5
F306,=E306*D306,0
B307,,36m Fire Hose Reel w/25mm isolation valve
C307,='Material Rates_Master'!B133,ea
E307,='Material Rates_Master'!D133,125
F307,=E307*D307,0
B308,,"25mm Isolation Ball Valve (for fire hose reel) valve only, with hose nozzle latch"
C308,='Material Rates_Master'!B134,ea
E308,='Material Rates_Master'!D134,39
F308,=E308*D308,0
C309,='Material Rates_Master'!B135,0
E309,='Material Rates_Master'!D135,0
F309,=E309*D309,0
B310,,150mm FL Testable Double Check Valve - Compl. w/Valves
C310,='Material Rates_Master'!B136,ea
E310,='Material Rates_Master'!D136,3100.7
F310,=E310*D310,0
B311,,150mm FL RPZD Valve - Compl. w/Valves
C311,='Material Rates_Master'!B137,ea
E311,='Material Rates_Master'!D137,4237.09
F311,=E311*D311,0
C312,='Material Rates_Master'!B138,0
E312,='Material Rates_Master'!D138,0
F312,=E312*D312,0
B313,,100mm FL Levered Butterfly Vlave
C313,='Material Rates_Master'!B139,ea
E313,='Material Rates_Master'!D139,114.44
F313,=E313*D313,0
B314,,100mm Copper Crimp - TEE
C314,='Material Rates_Master'!B140,ea
E314,='Material Rates_Master'!D140,219.36
F314,=E314*D314,0
B315,,100mm Copper Crimp - 90Deg Bend
C315,='Material Rates_Master'!B141,ea
E315,='Material Rates_Master'!D141,135.09
F315,=E315*D315,0
B316,,100mm Copper Crimp - 45Deg Bend
C316,='Material Rates_Master'!B142,ea
E316,='Material Rates_Master'!D142,125.77
F316,=E316*D316,0
B317,,100mm Copper Crimp - Straight Socket
C317,='Material Rates_Master'!B143,ea
E317,='Material Rates_Master'!D143,83.25
F317,=E317*D317,0
B318,,100mm Copper Crimp - 100mm FL Adapter
C318,='Material Rates_Master'!B144,ea
E318,='Material Rates_Master'!D144,52.25
F318,=E318*D318,0
B319,,80mm Copper Crimp - TEE
C319,='Material Rates_Master'!B145,ea
E319,='Material Rates_Master'!D145,175.66
F319,=E319*D319,0
B320,,100mm*80mm Copper Crimp - REDUCER
C320,='Material Rates_Master'!B146,ea
E320,='Material Rates_Master'!D146,164.08
F320,=E320*D320,0
C321,='Material Rates_Master'!B147,0
E321,='Material Rates_Master'!D147,0
F321,=E321*D321,0
B322,,50mm Cu Tube Type B 
C322,,m
E322,=278.5/6,46.416666666666664
F322,=E322*D322,0
B323,,Elbow 90 Deg 50mm Water Kembla Kempress
C323,,ea
E323,,45.02
F323,=E323*D323,0
B324,,Equal Tee 50mm Water Kembla Kempress
C324,,ea
E324,,56.35
F324,=E324*D324,0
B325,,Reducer 50mm 25mm Water CU 
C325,,ea
E325,,34.92
F325,=E325*D325,0
B326,,32mm Fi Lockable Ball Valve
C326,='Material Rates_Master'!B148,ea
E326,='Material Rates_Master'!D148,77.95
F326,=E326*D326,0
B327,,32mm Cu Crimp * 32mi Adapt
C327,='Material Rates_Master'!B149,ea
E327,='Material Rates_Master'!D149,17.16
F327,=E327*D327,0
B328,,32mm Cu Crimp Coupling Straight
C328,='Material Rates_Master'!B150,ea
E328,='Material Rates_Master'!D150,7.23
F328,=E328*D328,0
B329,,32mm Cu Crimp 90Deg Bend
C329,='Material Rates_Master'!B151,ea
E329,='Material Rates_Master'!D151,14.31
F329,=E329*D329,0
B330,,32mm Cu Crimp 45Deg Bend
C330,='Material Rates_Master'!B152,ea
E330,='Material Rates_Master'!D152,16.24
F330,=E330*D330,0
B331,,25mm Cu Tube Type B 
C331,,ea
E331,=128.5/6,21.416666666666668
F331,=E331*D331,0
B332,,32mm*25mm Cu Crimp Reducer
C332,='Material Rates_Master'!B153,ea
E332,='Material Rates_Master'!D153,14.36
F332,=E332*D332,0
B333,,25mm Fi Lockable Ball Valve
C333,='Material Rates_Master'!B154,ea
E333,='Material Rates_Master'!D154,46.94
F333,=E333*D333,0
B334,,25mm Cu Crimp * 25mi Adapt
C334,='Material Rates_Master'!B155,ea
E334,='Material Rates_Master'!D155,8.46
F334,=E334*D334,0
B335,,25mm Cu Crimp Coupling Straight
C335,='Material Rates_Master'!B156,ea
E335,='Material Rates_Master'!D156,5.74
F335,=E335*D335,0
B336,,25mm Cu Crimp 90Deg Bend
C336,='Material Rates_Master'!B157,ea
E336,='Material Rates_Master'!D157,7.7
F336,=E336*D336,0
B337,,25mm Cu Crimp 45Deg Bend
C337,='Material Rates_Master'!B158,ea
E337,='Material Rates_Master'!D158,10.19
F337,=E337*D337,0
C338,='Material Rates_Master'!B159,0
E338,='Material Rates_Master'!D159,0
F338,=E338*D338,0
B339,,150mm Galv 2 Piece Weld-nut Bracket M12
C339,='Material Rates_Master'!B160,ea
E339,='Material Rates_Master'!D160,5.86
F339,=E339*D339,0
B340,,100mm Galv 2 Piece Weld-nut Bracket M12
C340,='Material Rates_Master'!B161,ea
E340,='Material Rates_Master'!D161,4.41
F340,=E340*D340,0
B341,,150 Galv 2 Piece Channel Clip
C341,='Material Rates_Master'!B162,ea
E341,='Material Rates_Master'!D162,5.36
F341,=E341*D341,0
B342,,100 Galv 2 Piece Channel Clip
C342,='Material Rates_Master'!B163,ea
E342,='Material Rates_Master'!D163,4.4
F342,=E342*D342,0
B343,,12mm Galv Threaded Rod
C343,='Material Rates_Master'!B164,ea
E343,='Material Rates_Master'!D164,10.64
F343,=E343*D343,0
B344,,Galv Braced Counter Lever Bracket - 450Long
C344,='Material Rates_Master'!B165,ea
E344,='Material Rates_Master'!D165,20
F344,=E344*D344,0
B345,,003 Padlock
C345,='Material Rates_Master'!B166,ea
E345,='Material Rates_Master'!D166,19.5
F345,=E345*D345,0
B346,,100mm DI*DI Gasket Kit Complete
C346,='Material Rates_Master'!B167,ea
E346,='Material Rates_Master'!D167,20
F346,=E346*D346,0
B349,,FIRE SERVICES - Misc. 
B350,,Description
B351,,Decommisioning Material
C351,='Material Rates_Master'!B171,ea
E351,,1388
F351,=E351*D351,0
B352,,Electrofusion PE Welder 25-250mmPE. Please detail Spec
C352,='Material Rates_Master'!B172,ea
E352,='Material Rates_Master'!D172,0
F352,=E352*D352,0
B353,,PE Butt Welder. Automatic. 125-250mmPE. Please detail Spec - HIRE
C353,,WEEK
E353,,450
F353,=E353*D353,0
B354,,Hand Roll Groover. 65-150mm.
C354,='Material Rates_Master'!B174,ea
E354,='Material Rates_Master'!D174,0
F354,=E354*D354,0
B355,,Delivery - To Rockhampton PIPE LENGTHS as quoted
C355,='Material Rates_Master'!B175,ea
E355,='Material Rates_Master'!D175,2178.48
F355,=E355*D355,0
B356,,Delivery - To Rockhampton Standard/Palletised items
C356,='Material Rates_Master'!B176,ea
E356,='Material Rates_Master'!D176,2178.48
F356,=E356*D356,0
B358,,POTABLE WATER_MAINS & R'Ins
B359,,Description
A360,,HIDDEN:
B361,,125 HDPE PN16 SDR11 - BLUELINE
C361,,m
E361,,34.5
F361,=E361*D361,0
B362,,90 HDPE PN16 SDR11 - BLUELINE
C362,,m
E362,,20
F362,=E362*D362,0
B363,,75 HDPE PE100 PN 16 -Blueline 
C363,,m
E363,,12.31
F363,=E363*D363,0
B364,,63 HDPE PE100 PN 16 -Blueline 
C364,,m
E364,,9.66
F364,=E364*D364,0
B365,,63 HDPE PN12.5 SDR11 - BLUELINE
C365,,m
E365,,4.63
F365,=E365*D365,0
B366,,50 HDPE PE100 PN 16 - BLUELINE
C366,,m
E366,,5.4
F366,=E366*D366,0
B367,,40 HDPE PE100 PN16 Blue Line 
C367,,m
E367,,4.4
F367,=E367*D367,0
B368,,40 HDPE PN12.5 SDR11 - BLUELINE
C368,,m
E368,=354.31/150,2.3620666666666668
F368,=E368*D368,0
B369,,32 HDPE PE100 PN 16 -Blueline 
C369,,m
E369,,2.1
F369,=E369*D369,0
B370,,25 HDPE PE100 PN16 - BLUELINE 
C370,,m
E370,,1.22
F370,=E370*D370,0
B371,,25 HDPE PN12.5 SDR11 - BLUELINE
C371,,m
E371,,2.43
F371,=E371*D371,0
B372,,EF COUPLER                 125MM (EA)
C372,,m
E372,,22
F372,=E372*D372,0
B373,,TEE EQUAL PE100 E/F 125MM
C373,,ea
E373,,57.75
F373,=E373*D373,0
B374,,TEE PE100 E/F 125*63MM
C374,,ea
E374,,139
F374,=E374*D374,0
B375,,EF REDUCER      125 X 90MM
C375,,ea
E375,,104.15
F375,=E375*D375,0
B376,,EF REDUCER      125 X 63MM
C376,,ea
E376,,26.1
F376,=E376*D376,0
B377,,EF REDUCER      75 X 63MM
C377,,ea
E377,,37.5
F377,=E377*D377,0
B378,,EF REDUCER      63 X 50MM
C378,,ea
E378,,35.93
F378,=E378*D378,0
B379,,EF REDUCER      50 X 40MM
C379,,ea
E379,,35
F379,=E379*D379,0
B380,,EF REDUCER      40 X 32MM
C380,,ea
E380,,35
F380,=E380*D380,0
B381,,EF REDUCER      40 X 25MM
C381,,ea
E381,,35
F381,=E381*D381,0
B382,,EF REDUCER      32 X 25MM
C382,,ea
E382,,20
F382,=E382*D382,0
B383,,ELBOW PE100 E/F 125MM X 45D
C383,,ea
E383,,50
F383,=E383*D383,0
B384,,ELBOW PE100 E/F 125MM X 90D
C384,,ea
E384,,54
F384,=E384*D384,0
B385,,HDPE 75mm X 90 D ELBOW 
C385,,ea
E385,,15.55
F385,=E385*D385,0
B386,,HDPE 63MM X 90 D ELBOW 
C386,,ea
E386,,15
F386,=E386*D386,0
B387,,HDPE 50MM X 90 D ELBOW 
C387,,ea
E387,,10.87
F387,=E387*D387,0
B388,,HDPE 40MM X 90 D ELBOW 
C388,,ea
E388,,55
F388,=E388*D388,0
B389,,Reducing Tee 125mm x 90mm
C389,,ea
E389,,55
F389,=E389*D389,0
B390,,Reducing Tee 125mm x 32mm
C390,,ea
E390,,35
F390,=E390*D390,0
B391,,Reducing Tee 75mm x 63mm
C391,,ea
E391,,35
F391,=E391*D391,0
B392,,Reducing Tee 75mm x 50mm
C392,,ea
E392,,35
F392,=E392*D392,0
B393,,Reducing Tee 75mm x 32mm
C393,,ea
E393,,35
F393,=E393*D393,0
B394,,Reducing Tee 63mm x 32mm
C394,,ea
E394,,35
F394,=E394*D394,0
B395,,Reducing Tee 50mm x 40mm
C395,,ea
E395,,35
F395,=E395*D395,0
B396,,Reducing Tee 40mm x 25mm
C396,,ea
E396,,35
F396,=E396*D396,0
B397,,Reducing Tee 32mm x 25mm
C397,,ea
E397,,26
F397,=E397*D397,0
B398,,EF Reducer 50mm x 25mm
C398,,ea
E398,,35
F398,=E398*D398,0
B399,,50mm Tee
C399,,ea
E399,,10.87
F399,=E399*D399,0
B400,,40mm Tee
C400,,ea
E400,,35
F400,=E400*D400,0
B401,,32mm Tee 
C401,,ea
E401,,20
F401,=E401*D401,0
B402,,HDPE 32mm X 90 D ELBOW 
C402,,ea
E402,,20
F402,=E402*D402,0
B403,,HDPE 25mm X 90 D ELBOW 
C403,,ea
F403,=E403*D403,0
B404,,HDPE 25mm X 45 D ELBOW 
C404,,ea
F404,=E404*D404,0
B405,,25mm Tee
C405,,ea
F405,=E405*D405,0
B406,,"PE MAXI STUB FLANGE W/SS BK RING 125X 4"" (EA)"
C406,,ea
E406,,35
F406,=E406*D406,0
B407,,SLUICE VALVE PN16 T/D ACC FLNGD 100MM
C407,,ea
E407,,102.5
F407,=E407*D407,0
B408,,Valve Box - Cast Iron - Rectangle - Large - HD
C408,,ea
E408,,235
F408,=E408*D408,0
B409,,SADDLE TAPPING EF 125PE X 25PE
C409,,ea
E409,,100
F409,=E409*D409,0
B410,,SADDLE TAPPING EF 125PE X 32PE
C410,,ea
E410,,47.41
F410,=E410*D410,0
B411,,SADDLE TAPPING EF 125PE X 63PE
C411,,ea
E411,,41.69
F411,=E411*D411,0
B412,,90mm PE X 80mm Copper Transition 
C412,,ea
E412,,200
F412,=E412*D412,0
B413,,Detectable WATER Marker Tape - 250m
C413,,ea
E413,,85.55
F413,=E413*D413,0
B414,,WIPES WELDING PLASSON XL (120 PK)
C414,,ea
E414,,70
F414,=E414*D414,0
B415,,Paint Pen - WHITE
C415,,ea
E415,,19
F415,=E415*D415,0
E416,,16
F416,=E416*D416,0
B417,,100 Cu Above Grnd 
C417,,m
F417,=E417*D417,0
B418,,80 CU Above Grnd 
C418,,m
E418,=535.6/6,89.26666666666667
F418,=E418*D418,0
B419,,65 CU Above Grnd 
C419,,m
E419,=335.2/6,55.86666666666667
F419,=E419*D419,0
B420,,50 Cu Above Grnd
C420,,m
E420,=278.5/6,46.416666666666664
F420,=E420*D420,0
B421,,32 Cu Above Grnd
C421,,m
E421,,32
F421,=E421*D421,0
B422,,32mm x25mm reducing tee
C422,,ea
E422,=119.88/6,19.98
F422,=E422*D422,0
B423,,25 Cu Above Grnd
C423,,m
E423,=129/6,21.5
F423,=E423*D423,0
B424,,B-PRESS WATER EQUAL TEE  32MM (EA)
C424,,ea
E424,,23.51
F424,=E424*D424,0
B425,,B-PRESS WATER EQUAL TEE  25MM (EA)
C425,,ea
E425,,7.17
F425,=E425*D425,0
B426,,20 Cu Above Grnd
C426,,m
E426,=82/6,13.666666666666666
F426,=E426*D426,0
B427,,B-PRESS WATER EQUAL TEE  20MM (EA)
C427,,ea
E427,=58.71/6,9.785
F427,=E427*D427,0
B428,,50mm Cu 10mm Nut Clip
C428,,ea
E428,,1.4
F428,=E428*D428,0
B429,,32mm Cu 10mm Nut Clip
C429,,ea
E429,,1.38
F429,=E429*D429,0
B430,,25mm Cu 10mm Nut Clip
C430,,ea
E430,,1.32
F430,=E430*D430,0
B431,,20mm Cu 10mm Nut Clip
C431,,ea
E431,,1.24
F431,=E431*D431,0
B432,,10mm Zinc Threaded Rod
C432,,m
E432,,5.1
F432,=E432*D432,0
F433,=E433*D433,0
B435,,Kembla copper  WATER ELBOW         90DEG X 80MM (EA)
C435,,ea
E435,,118.5
F435,=E435*D435,0
B436,,Kembla copper  WATER ELBOW         90DEG X 65MM (EA)
C436,,ea
E436,,79.8
F436,=E436*D436,0
B437,,Kembla copper  WATER ELBOW         90DEG X 50MM (EA)
C437,,ea
E437,,45.02
F437,=E437*D437,0
B438,,Kembla copper  WATER ELBOW         90DEG X 32MM (EA)
C438,,ea
E438,,17.37
F438,=E438*D438,0
B439,,Kembla copper  WATER ELBOW        90DEG X 25MM 
C439,,ea
E439,,7.7
F439,=E439*D439,0
B440,,Kembla copper  WATER ELBOW        90DEG X 20MM 
C440,,ea
E440,,4.58
F440,=E440*D440,0
F441,=E441*D441,0
F442,=E442*D442,0
F443,=E443*D443,0
A444,,HIDDEN
F444,=E444*D444,0
B445,,63mm E/F PE 90 Deg Elb
F445,=E445*D445,0
B446,,63mm E/F PE 45 Deg Elb
C446,,ea
E446,,13.5
F446,=E446*D446,0
B447,,63mm E/F PE TEE
C447,,ea
E447,,13.5
F447,=E447*D447,0
B448,,63x40x63 E/F PE TEE
C448,,ea
E448,,9.5
F448,=E448*D448,0
B449,,63x32x63 E/F PE TEE
C449,,ea
E449,,18.5
F449,=E449*D449,0
B450,,63x25x63 E/F PE TEE
C450,,ea
E450,,18.5
F450,=E450*D450,0
B451,,63mm E/F PE Coupling
C451,,ea
E451,,6
F451,=E451*D451,0
B452,,63x40 E/F PE Reducer Coupling
C452,,ea
E452,,5.5
F452,=E452*D452,0
B453,,63x32 E/F PE Reducer Coupling
C453,,ea
E453,,17.5
F453,=E453*D453,0
B454,,63x25 E/F PE Reducer Coupling
C454,,ea
E454,,16.5
F454,=E454*D454,0
B455,,63PEx50Fi E/F PE Adapter
C455,,ea
E455,,2.5
F455,=E455*D455,0
B456,,63PEx50Mi E/F PE Adapter
C456,,ea
E456,,43.5
F456,=E456*D456,0
B457,,63PEx50Fi E/F PE Tramsiton Union
C457,,ea
E457,,43.5
F457,=E457*D457,0
B458,,63PEx50Mi E/F PE Transition Union
C458,,ea
E458,,45.5
F458,=E458*D458,0
B459,,40mm E/F PE 90 Deg Elb
C459,,ea
E459,,76
F459,=E459*D459,0
B460,,40mm E/F PE 45 Deg Elb
C460,,ea
E460,,11.5
F460,=E460*D460,0
B461,,40mm E/F PE TEE
C461,,ea
E461,,11.5
F461,=E461*D461,0
B462,,40x32x40 E/F PE TEE
C462,,ea
E462,,12
F462,=E462*D462,0
B463,,40x25x40 E/F PE TEE
C463,,ea
E463,,18.5
F463,=E463*D463,0
B464,,40mm E/F PE Coupling
C464,,ea
E464,,19.5
F464,=E464*D464,0
B465,,40x32 E/F PE Reducer Coupling
C465,,ea
E465,,4.5
F465,=E465*D465,0
B466,,40x25 E/F PE Reducer Coupling
C466,,ea
E466,,10.5
F466,=E466*D466,0
B467,,40PEx32Fi E/F PE Adapter
C467,,ea
E467,,14.5
F467,=E467*D467,0
B468,,40PEx32Mi E/F PE Adapter
C468,,ea
E468,,28.5
F468,=E468*D468,0
B469,,40PEx32Fi E/F PE Tramsiton Union
C469,,ea
E469,,29.5
F469,=E469*D469,0
B470,,40PEx32Mi E/F PE Transition Union
C470,,ea
E470,,36
F470,=E470*D470,0
B471,,32mm E/F PE 90 Deg Elb
C471,,ea
E471,,54
F471,=E471*D471,0
B472,,32mm E/F PE 45 Deg Elb
C472,,ea
E472,,10.5
F472,=E472*D472,0
B473,,32mm E/F PE TEE
C473,,ea
E473,,10
F473,=E473*D473,0
B474,,32x25x32 E/F PE TEE
C474,,ea
E474,,5.5
F474,=E474*D474,0
B475,,32mm E/F PE Coupling
C475,,ea
E475,,18
F475,=E475*D475,0
B476,,32x25 E/F PE Reducer Coupling
C476,,ea
E476,,4.5
F476,=E476*D476,0
B477,,32PEx25Fi E/F PE Adapter
C477,,ea
E477,,6.5
F477,=E477*D477,0
B478,,32PEx25Mi E/F PE Adapter
C478,,ea
E478,,25.5
F478,=E478*D478,0
B479,,32mm E/F PE End Cap
C479,,ea
E479,,22.5
F479,=E479*D479,0
B480,,32mm E/F PE End Plug
C480,,ea
E480,,8.5
F480,=E480*D480,0
B481,,25mm E/F PE 90 Deg Elb
C481,,ea
E481,,6.5
F481,=E481*D481,0
B482,,25mm E/F PE 45 Deg Elb
C482,,ea
E482,,10.5
F482,=E482*D482,0
B483,,25mm E/F PE TEE
C483,,ea
E483,,0
F483,=E483*D483,0
B484,,25mm E/F PE Coupling
C484,,ea
E484,,4.5
F484,=E484*D484,0
B485,,25PEx25Fi E/F PE Adapter
C485,,ea
E485,,4
F485,=E485*D485,0
B486,,25PEx25Mi E/F PE Adapter
C486,,ea
E486,,17
F486,=E486*D486,0
B487,,25PEx20Fi E/F PE Adapter
C487,,ea
E487,,17.5
F487,=E487*D487,0
B488,,25PEx20Mi E/F PE Adapter
C488,,ea
E488,,4.5
F488,=E488*D488,0
B489,,25mm E/F PE End Cap
C489,,ea
E489,,2
F489,=E489*D489,0
B490,,25mm E/F PE End Plug
C490,,ea
E490,,8.5
F490,=E490*D490,0
A491,,HIDDEN
C491,,ea
E491,,4
F491,=E491*D491,0
B492,,100mm CU Crimp 90 DEG FxF Elbow
F492,=E492*D492,0
B493,,100mm CU Crimp 45 DEG FxF Elbow
C493,,ea
E493,,137
F493,=E493*D493,0
B494,,100mm CU Crimp Tee
C494,,ea
E494,,139.5
F494,=E494*D494,0
B495,,100x50x100 CU Crimp Tee
C495,,ea
E495,,183
F495,=E495*D495,0
B496,,100x50 CU Crimp Reducer
C496,,ea
E496,,184.5
F496,=E496*D496,0
B497,,100mm CU Crimp Repair Coupling
C497,,ea
E497,,56
F497,=E497*D497,0
B498,,100mm CU Crimp Coupling
C498,,ea
E498,,103
F498,=E498*D498,0
B499,,100Cu x 100Flange CU Crimp Coupling
C499,,ea
E499,,95
F499,=E499*D499,0
B500,,80mm x 65mm Cu Reducer 
C500,,ea
E500,,100
F500,=E500*D500,0
B501,,65mm Cu Crimp Tee 
C501,,ea
