cell,formula,cached_value
B306,,"TCS Cost - Labour to set up, Fitout etc?"
C306,=F306/90,17.77777777777778
D306,=E306/4,133.33333333333334
E306,=F306/3,533.3333333333334
F306,,1600
B308,,Total TCS Cost
C308,=SUM(C299:C307),168.88888888888886
D308,=SUM(D299:D307),1266.6666666666667
E308,=SUM(E299:E307),5066.666666666667
F308,=SUM(F299:F307),15200
B309,,Total Cost Per Person
C309,=D309/7,45.23809523809524
D309,=D308/C290,316.6666666666667
E309,=D309*4,1266.6666666666667
F309,=E309*3,3800
B313,,"OPTION AVERAGES - Per Person, Per MONTH (No Project Roster Imapct)"
B315,,"Single Hotel/Motel, Single Room - NO SHARE"
F315,=E26,3160
B317,,"Single Hotel/Motel, Individual Rooms - SHARE HOUSE"
F317,=AVERAGE(E92),3560
B319,,"Single Hotel/Motel, ANY ROOM - SHARE ROOM"
F319,"=AVERAGE(E48,E70)",1320
B322,,"Cabin/Flat/Unit_Tourist Park Type, Single Room - NO SHARE"
F322,=E114,3200
B324,,"Cabin/Flat/Unit_Tourist Park Type, Individual Rooms - SHARE HOUSE"
F324,"=AVERAGE(E177,E219)",2833.333333333333
B326,,"Cabin/Flat/Unit_Tourist Park Type, ANY ROOM - SHARE ROOM"
F326,"=AVERAGE(E240,E198,E156,E135)",1778.3333333333335
B329,,"Unit / T'House / House_Serviced / Air BnB, Individual Rooms - SHARE HOUSE"
F329,=E263,1522.222222222222
B332,,"Unit / T'House / House_Private / TCS Rental, Individual Rooms - SHARE HOUSE"
F332,"=AVERAGE(E309,E287)",1338.8888888888891
B336,,BASED ON:
B337,='LabourProject Rates_Master'!B7,"Work ROSTER Example #3 - 6-Day Week, 10Hr Days, Stay @ Rocky for W/E, Return Every 2nd W/E. (FLY)"
B338,='LabourProject Rates_Master'!B8,Working Days/Month
C338,='LabourProject Rates_Master'!C8,21
D338,,(Add 2.5 days for non-work days spent in accom)
B339,='LabourProject Rates_Master'!B9,No-Work Days/Month
C339,='LabourProject Rates_Master'!C9,7
B340,='LabourProject Rates_Master'!B10,Avrg Hours / Month
C340,='LabourProject Rates_Master'!C10,210
B341,,"OPTION AVERAGES - Per Person, Per NIGHT (As Per Project Roster)"
B343,,"Single Hotel/Motel, Private Unit - NO SHARE"
F343,=C26,112.85714285714286
G343,,Nightly Book
B345,,"Single Hotel/Motel, Individual Rooms - SHARE HOUSE"
F345,=C92,127.14285714285714
G345,,Nightly Book
B347,,"Single Hotel/Motel, ANY ROOM - SHARE ROOM"
F347,=F319/$C$338,62.857142857142854
B350,,"Cabin/Flat/Unit_Tourist Park Type, Private Unit - NO SHARE"
F350,=C114,114.28571428571429
G350,,Nightly Book
B352,,"Cabin/Flat/Unit_Tourist Park Type, Individual Rooms - SHARE HOUSE"
F352,=F324/$C$338,134.9206349206349
G352,,Long-stay Book
B354,,"Cabin/Flat/Unit_Tourist Park Type, ANY ROOM - SHARE ROOM"
F354,=F326/$C$338,84.68253968253968
B357,,"Unit / T'House / House_Serviced / Air BnB, Individual Rooms - SHARE HOUSE"
F357,=F329/$C$338,72.48677248677248
G357,,Long-stay Book
B360,,"Unit / T'House / House_Private / TCS Rental, Individual Rooms - SHARE HOUSE"
F360,=F332/$C$338,63.75661375661377
G360,,Long-stay Book
B363,,Roster Averages
B364,,TCS Cost Per Person - Private Unit - NO SHARE - Nightly Booking (average allowance)
F364,"=AVERAGE(F343,F350)",113.57142857142858
B365,,TCS Cost Per Person - Individual Room - SHARE HOUSE - Nightly Booking (average allowance)
F365,"=AVERAGE(F357,F360)",68.12169312169313
