cell,formula,cached_value
F235,=(I235*B235*C235)*D235,13.219199999999997
G235,=D195,263
I235,,0.09
A236,,Base Slab Concrete
B236,,Qty
C236,,Total m3
D236,,Contingency
E236,,Total m3
F236,,Total m3
G236,,Total Cost
I236,,m3/Base
B237,,10
C237,=B237*I237,7.5
D237,,1.025
E237,=D237*K237,0
F237,=(I237*B237*C237)*D237,57.65624999999999
G237,=D195,263
I237,,0.75
A239,,Above Grnd Pole-Bracket Concrete
B239,,Qty
C239,,Total m3
D239,,Contingency
E239,,Total m3
F239,,Total m3
G239,,Total Cost
I239,,m3/B
B240,,80
C240,=B240*I240,5.2
D240,,1.015
E240,=D240*K240,0
F240,=(I240*B240*C240)*D240,27.4456
G240,=D195,263
I240,,0.065
A243,,Quarry & Concrete Product
A245,,Description
B245,,Unit
C245,,Rate
D245,,Rate/LM
E245,,Rate
H245,,QTY
I245,,Unit/LM
K245,,Total
L245,,Contingency
M245,,1.05
A246,,5-7mm Stone
B246,,Ton
C246,,1
D246,=C246*I246,0.203
E246,,1
H246,=I246*I221,253.75000000000003
I246,,0.203
K246,=H246*C246,253.75000000000003
L246,=K246*$M$245,266.43750000000006
A247,,5-7mm Stone
B247,,m3
C247,,1
D247,=C247*I247,0.14
E247,,1
I247,,0.14
A248,,10-12mm Stone
B248,,Ton
C248,,1
D248,=C248*I248,0.45
E248,,1
H248,,40
I248,,0.45
K248,=H248*C248,40
L248,=K248*$M$245,42
A249,,Medium River / Bed Sand
B249,,Ton
C249,,1
D249,=C249*I249,0.225
E249,,1
H249,=I249*I221,281.25
I249,,0.225
K249,=H249*C249,281.25
L249,=K249*$M$245,295.3125
A250,,Medium River / Bed Sand
B250,,m3
C250,,1
D250,=C250*I250,0.14
E250,,1
I250,,0.14
A251,,CBR15 Road Base
B251,,Ton
C251,,1
D251,=C251*I251,0.36
E251,,1
H251,=I220*I251,348.47999999999996
I251,,0.36
K251,=H251*C251,348.47999999999996
L251,=K251*$M$245,365.904
A252,,CBR45
B252,,Ton
C252,,1
D252,=C252*I252,0.36
E252,,1
H252,=I252*I220,348.47999999999996
I252,,0.36
K252,=H252*C252,348.47999999999996
L252,=K252*$M$245,365.904
A253,,LEANMIX
B253,,m3
C253,,1
D253,=C253*I253,0.3
E253,,1
H253,=I253*I218,36
I253,,0.3
K253,=C253*H253,36
L253,=K253*$M$245,37.800000000000004
